state,district,store_name,address,phone
West Bengal,Paschim Medinipur,Balichak,"Bhogpur Canel Bazar, Near Debra Thana, Balichak, Debra, Paschim Medinipur, West Bengal - 721124",9002170285
West Bengal,Purulia,Purulia,"N C Dasgupta Road, Namopara, Purulia. Pin - 723103",9735155811
West Bengal,Raiganj,Raiganj,"Thana Road, Ukilpara, Raiganj, Uttar Dinajpur. Pin - 733134",9434162001
West Bengal,Ramnagar,Ramnagar,"Vill - Saiyadpur, P.O. & P.S. - Ramnagar, Dist - Purba Medinipur, Pin - 721441",7586854744
West Bengal,Rampurhat,Rampurhat,"M N K Road, (Opposite Of Old Outdoor Hospital) Rampurhat, Birbhuhm. Pin - 731224",9434177519
West Bengal,Ranaghat,Ranaghat,"Gnpc Road, Chabi Gate. Ranaghat. Nadia. Pin - 741201",03473-215555
West Bengal,Raniganj,Raniganj,"70, Netaji Subash Road, Raniganj, Burdwan. Pin - 713347",9333110032
West Bengal,Sainthia,Sainthia,"Suri Road, Union More, Sainthia, Birbhum. Pin - 731234",03462-262777
West Bengal,Santipur,Santipur,"Moitra para lane, Near Dakghar more, Santipur, Nadia, West Bengal - 741404",7063264996 / 7001061774
West Bengal,Siliguri,Siliguri,"Mukherjee Mansion, Hill Cart Road, Siliguri, Opp:- Jadav Samiti Building Road, Near Venus More, Siliguri. Pin - 734001",0353-2520421
West Bengal,Siliguri,Siliguri Sevoke Road,"Sevoke Road, M-Square, 1St Floor. Opposite - Hotel Sachitra, Near - Cosmoss Mall, Pin Code - 734001",0353-2999528 / 9147106928
West Bengal,South 24 Parganas,Canning,"Canning Bus Stand, Malta-1 Gram Panchayet, 24 Pgs(S). West Bengal, Pin - 743329",9147106932
West Bengal,South 24 Parganas,Kamalgazi,"1613 South Kumrakhali, Kamalghazi More, Danga, South 24 Parganas, West Bengal, Pin - 700103",9147132351 / 9147132352
West Bengal,Suri,Suri,"N S Road, Suri, Birbhum. Pin - 731101",9647500791
West Bengal,Tamluk,Tamluk,"Vill - Daharpur, Hospital More, Near Srirampur Bus Stand, Po+Ps - Tamluk. Pin - 721636",8373058818 / 8373058821 / 03228-266251
West Bengal,Tarakeswar,Tarakeswar,"36/A, T.C.Road, Saradapally, Street No. 4, Tarkeswar, Hooghly - 712410",03212-276066 / 9830957281
West Bengal,Uttar Dinajpur,Islampur,"Thana Colony (Power House Para), Opp Main Bus Terminus, Islampur, Uttar Dinajpur, Pin - 733202",7584981588
West Bengal,Uttar Dinajpur,Islampur,"Thana Colony (Power House Para), Opp Main Bus Terminus, Islampur, Uttar Dinajpur, Pin - 733202",7584981588
West Bengal,Uttarpara,Uttarpara,"27/2/3 New G T Road, Uttarpara, Hooghly. Pin - 712258",033-26642933 / 26642944
